"SpawnBio","Recruit_0","retainB_1","retainN_1","retainB_2","retainN_2","retainB_3","retainN_3","deadB_1","deadN_1","deadB_2","deadN_2","deadB_3","deadN_3","F_1","F_2","F_3","SPRratio","rec_dev","raw_rec_dev","year","model_run","iteration","scenario"
53582.7,0,0,0,3639.76,25846.4,0,0,0,0,3639.76,25846.4,0,0,0,0.333156,0,0,0.527856,0.527856,1987,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,2045130,2179.91,19769.3,0,0,0,0,2179.91,19769.3,0,0,0,0,0.181048,0,0,0,-0.238323,-0.238323,1988,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
78637.5,0,0,0,2614.75,19298.2,0,0,0,0,2614.75,19298.2,0,0,0,0.12564,0,0,-0.238323,-0.238323,1988,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,1315370,7290.44,58671,0,0,0,0,7290.44,58671,0,0,0,0,0.388888,0,0,0,-0.241935,-0.241935,1989,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
134307,0,0,0,8031.52,60463.1,0,0,0,0,8031.52,60463.1,0,0,0,0.41662,0,0,-0.241935,-0.241935,1989,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,1986460,6158.42,45405.4,0,0,0,0,6158.42,45405.4,0,0,0,0,0.236295,0,0,0,0.909323,0.909323,1990,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
121311,0,0,0,14443.5,108186,0,0,0,0,14443.5,108186,0,0,0,0.687161,0,0,0.909323,0.909323,1990,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,5826840,24698,160919,0,0,0,0,24698,160919,0,0,0,0,1.12773,0,0,0,0.652911,0.652911,1991,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
99619,0,0,0,10323.5,80009,0,0,0,0,10323.5,80009,0,0,0,0.706271,0,0,0.652911,0.652911,1991,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,3877360,43769.2,344279,0,0,3.89973,20.2439,43769.2,344279,0,0,3.89973,20.2439,3.99961,0,0.047702,0,1.558,1.558,1992,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
102996,0,0,0,30857.9,391245,0.179996,0.934272,0,0,30857.9,391245,0.179996,0.934272,0,3.70162,0.0030027,0,1.558,1.558,1992,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,9838120,822.8,9929.31,0,0,0,0,822.8,9929.31,0,0,0,0,0.0177567,0,0,0,2.03517,2.03517,1993,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
167357,0,0,0,11345.8,154156,0,0,0,0,11345.8,154156,0,0,0,0.155762,0,0,2.03517,2.03517,1993,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,22618500,8838.69,100661,0,0,0,0,8838.69,100661,0,0,0,0,0.116137,0,0,0,1.11881,1.11881,1994,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
266872,0,0,0,39748.4,605560,0,0,0,0,39748.4,605560,0,0,0,0.308653,0,0,1.11881,1.11881,1994,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,12136900,5993.28,65072.3,0,0,22.68,119.698,5993.28,65072.3,0,0,22.68,119.698,0.0961805,0,0.22287,0,0.776758,0.776758,1995,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
553976,0,0,0,26565.7,393086,0,0,0,0,26565.7,393086,0,0,0,0.164973,0,0,0.776758,0.776758,1995,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,12275300,11917.3,121922,0,0,0,0,11917.3,121922,0,0,0,0,0.0809166,0,0,0,1.17217,1.17217,1996,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
799956,0,0,0,19158.7,239398,43.54,231.691,0,0,19158.7,239398,43.54,231.691,0,0.104256,0.631173,0,1.17217,1.17217,1996,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,20741900,13018.2,172989,0,0,27.22,146.518,13018.2,172989,0,0,27.22,146.518,0.152805,0,0.22985,0,1.16828,1.16828,1997,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
864301,0,0,0,24527.6,318029,0.82,4.40536,0,0,24527.6,318029,0.82,4.40536,0,0.112389,0.00967611,0,1.16828,1.16828,1997,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,21150200,18925.2,283339,0,0,488.25,2687.57,18925.2,283339,0,0,488.25,2687.57,0.212921,0,2.90758,0,-0.377071,-0.377071,1998,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
898362,0,0,0,63278.4,923145,74.3899,410.64,0,0,63278.4,923145,74.3899,410.64,0,0.27518,0.748313,0,-0.377071,-0.377071,1998,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,4560870,14996.2,223326,0,0,725.2,5379.85,14996.2,223326,0,0,725.2,5379.85,1.95917,0,0.00281558,0,-0.545145,-0.545145,1999,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
1043900,0,0,0,58341.4,887380,429.589,2942.37,0,0,58341.4,887380,429.589,2942.37,0,0.799184,0.00205096,0,-0.545145,-0.545145,1999,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,4015480,23809.5,287761,0,0,15585.6,116673,23809.5,287761,0,0,15585.6,116673,3.72865,0,0.0519846,0,0.0098429,0.0098429,2000,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
1004250,0,0,0,35179.3,497282,2336.9,15848.3,0,0,35179.3,497282,2336.9,15848.3,0,1.1479,0.00961148,0,0.0098429,0.0098429,2000,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,6924520,11550.5,133128,0,0,22546,153800,11550.5,133128,0,0,22546,153800,2.32231,0,0.0691834,0,-1.36898,-1.36898,2001,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
770852,0,0,0,41118.5,702688,3136.84,19553,0,0,41118.5,702688,3136.84,19553,0,1.25265,0.0120875,0,-1.36898,-1.36898,2001,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,1615030,16322.9,223494,0,0,35531.5,217001,16322.9,223494,0,0,35531.5,217001,4.00002,0,0.142272,0,1.84975,1.84975,2002,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
592378,0,0,0,36130.6,476811,597.289,3452.91,0,0,36130.6,476811,597.289,3452.91,0,1.3401,0.00316347,0,1.84975,1.84975,2002,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,36835300,10340.6,186733,0,0,37242.3,249273,10340.6,186733,0,0,37242.3,249273,2.3867,0,0.183522,0,1.56541,1.56541,2003,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
419139,0,0,0,21300.5,383711,2618.44,16500.2,0,0,21300.5,383711,2618.44,16500.2,0,0.221935,0.0171147,0,1.56541,1.56541,2003,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,23972200,17049,363999,0,0,46730.8,353412,17049,363999,0,0,46730.8,353412,0.8259,0,0.321021,0,1.43706,1.43706,2004,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
504355,0,0,0,25249.9,441269,1016.32,7989.43,0,0,25249.9,441269,1016.32,7989.43,0,0.0857445,0.00871988,0,1.43706,1.43706,2004,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,22870700,13803,242662,0,0,54152.6,470497,13803,242662,0,0,54152.6,470497,0.397453,0,0.50866,0,0.294861,0.294861,2005,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
750567,0,0,0,30364.2,605513,101.7,841.003,0,0,30364.2,605513,101.7,841.003,0,0.361496,0.00124592,0,0.294861,0.294861,2005,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,8453820,20726.2,370919,0,0,41221,396744,20726.2,370919,0,0,41221,396744,0.668299,0,0.178632,0,0.113904,0.113904,2006,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
881944,0,0,0,39900.3,712025,0,0,0,0,39900.3,712025,0,0,0,0.601006,0,0,0.113904,0.113904,2006,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,7412550,46228.2,694607,0,0,48237.1,395699,46228.2,694607,0,0,48237.1,395699,2.93088,0,0.282986,0,-0.663912,-0.663912,2007,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
835062,0,0,0,42910.1,783643,0,0,0,0,42910.1,783643,0,0,0,0.994812,0,0,-0.663912,-0.663912,2007,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,3350830,30036.8,450096,0,0,39804.9,323572,30036.8,450096,0,0,39804.9,323572,4.00003,0,0.206411,0,-0.0934002,-0.0934002,2008,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
677818,0,0,0,41198.6,654737,0,0,0,0,41198.6,654737,0,0,0,1.36914,0,0,-0.0934002,-0.0934002,2008,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,5540830,14044.9,186254,0,0,44841.2,344749,14044.9,186254,0,0,44841.2,344749,0.20518,0,0.314119,0,0.144479,0.144479,2009,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
477283,0,0,0,31146.5,598612,1369.73,10040.8,0,0,31146.5,598612,1369.73,10040.8,0,1.34864,0.0132267,0,0.144479,0.144479,2009,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,6134450,11274,179722,0,0,54085.9,393459,11274,179722,0,0,54085.9,393459,0.250422,0,0.512032,0,-2.19827,-2.19827,2010,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
345603,0,0,0,27267.6,474150,0.0900002,0.619871,0,0,27267.6,474150,0.0900002,0.619871,0,0.614509,1.22312e-06,0,-2.19827,-2.19827,2010,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,506318,24871.4,293871,0,0,39750.5,295581,24871.4,293871,0,0,39750.5,295581,0.504811,0,0.393072,0,-3.7439,-3.7439,2011,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
346689,0,0,0,23189.9,252962,5805.63,39953.4,0,0,23189.9,252962,5805.63,39953.4,0,1.96421,0.0834165,0,-3.7439,-3.7439,2011,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,108109,1528.37,13243.6,0,0,91425.8,667004,1528.37,13243.6,0,0,91425.8,667004,0.0255233,0,1.37821,0,-2.96915,-2.96915,2012,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
217744,0,0,0,13884.9,108601,1570.78,10618.9,0,0,13884.9,108601,1570.78,10618.9,0,1.53421,0.0401874,0,-2.96915,-2.96915,2012,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,180219,921.558,6565.45,0,0,57217.8,370460,921.558,6565.45,0,0,57217.8,370460,2.1698,0,1.46781,0,-1.27642,-1.27642,2013,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
95964.5,0,0,0,5625.03,38918,908.01,5490.34,0,0,5625.03,38918,908.01,5490.34,0,0.374295,0.0397606,0,-1.27642,-1.27642,2013,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,546857,1840.33,12881.3,0,0,15215.7,88458.3,1840.33,12881.3,0,0,15215.7,88458.3,3.9999,0,0.619591,0,-0.374774,-0.374774,2014,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
45110.8,0,0,0,727.709,7519.94,2193.87,12310.8,0,0,727.709,7519.94,2193.87,12310.8,0,0.13095,0.141907,0,-0.374774,-0.374774,2014,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,712778,6.13,33.771,0,0,66.2799,354.319,6.13,33.771,0,0,66.2799,354.319,0.000607028,0,0.0796532,0,-1.04841,-1.04841,2015,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
40038.1,0,0,0,185.82,1216.61,1.29,6.8414,0,0,185.82,1216.61,1.29,6.8414,0,0.0242854,0.00210003,0,-1.04841,-1.04841,2015,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,326635,283.54,1583.9,0,0,173.15,910.325,283.54,1583.9,0,0,173.15,910.325,0.0662678,0,0.289084,0,-0.720818,-0.720818,2016,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
60118.2,0,0,0,7080.53,49630.6,0.0499998,0.260075,0,0,7080.53,49630.6,0.0499998,0.260075,0,0.934102,0.000118592,0,-0.720818,-0.720818,2016,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,648044,170.41,1021.43,0,0,1.17,6.01166,170.41,1021.43,0,0,1.17,6.01166,0.0827779,0,0.00264796,0,-1.2114,-1.2114,2017,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
56373.6,0,0,0,6229.43,37037.2,2.22,11.255,0,0,6229.43,37037.2,2.22,11.255,0,0.570949,0.00666876,0,-1.2114,-1.2114,2017,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,412264,35.3099,197.518,0,0,7.86002,39.739,35.3099,197.518,0,0,7.86002,39.739,0.0116842,0,0.0152599,0,0.0245693,0.0245693,2018,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
46199,0,0,0,11819.4,73477.9,2.51,12.6906,0,0,11819.4,73477.9,2.51,12.6906,0,1.40557,0.00656341,0,0.0245693,0.0245693,2018,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,1733540,130.86,732.8,0,0,7.73001,38.8538,130.86,732.8,0,0,7.73001,38.8538,0.0420628,0,0.0104624,0,0,0,2019,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
43144.5,0,0,0,11819.4,84659.4,2.51,12.6163,0,0,11819.4,84659.4,2.51,12.6163,0,1.84445,0.00457344,0,0,0,2019,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,1591590,0.0153017,0.0887649,0,0,0.00183052,0.0092223,0.0153017,0.0887649,0,0,0.00183052,0.0092223,6.94466e-06,0,3.34095e-06,0,-1.81202,-1.81202,2020,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
61061.9,0,0,0,2.90394,22.5019,0.000604489,0.00304546,0,0,2.90394,22.5019,0.000604489,0.00304546,0,0.000304058,1.47814e-06,0,-1.81202,-1.81202,2020,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,352248,0.0181415,0.116133,0,0,0.00130614,0.00656994,0.0181415,0.116133,0,0,0.00130614,0.00656994,5.42241e-06,0,3.9647e-06,0,-0.341289,-0.341289,2021,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
95416.3,0,0,0,5.15467,39.6659,0.000430657,0.00216617,0,0,5.15467,39.6659,0.000430657,0.00216617,0,0.000271159,1.75135e-06,0,-0.341289,-0.341289,2021,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,2215070,0.0544782,0.344759,0,0,0.00110364,0.00566427,0.0544782,0.344759,0,0,0.00110364,0.00566427,8.73606e-06,0,5.30911e-06,0,0.458243,0.458243,2022,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
94079.1,0,0,0,9.93031,68.4161,0.00036325,0.00186417,0,0,9.93031,68.4161,0.00036325,0.00186417,0,0.000346639,2.34096e-06,0,0.458243,0.458243,2022,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,4872660,72.8879,439.882,0,0,0.664331,3.4608,72.8879,439.882,0,0,0.664331,3.4608,0.00621107,0,0.00389042,0,-2.9401,-2.9401,2023,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
115278,0,0,0,6905.41,49128.3,0.217787,1.13451,0,0,6905.41,49128.3,0.217787,1.13451,0,0.312706,0.00171139,0,-2.9401,-2.9401,2023,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,190691,527.256,3125.51,0,0,4.22122,22.0929,527.256,3125.51,0,0,4.22122,22.0929,0.0370798,0,0.0248535,0,-0.190999,-0.190999,2024,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
198068,0,0,0,37899,311412,1.35496,7.0912,0,0,37899,311412,1.35496,7.0912,0,1.42281,0.0108058,0,-0.190999,-0.190999,2024,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,4361200,1174.19,7463.25,0,0,13.6969,71.8929,1174.19,7463.25,0,0,13.6969,71.8929,0.119423,0,0.0889103,0.513578,-0.114781,-0.114781,2025,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
171854,0,0,0,112628,820661,4.25712,22.3355,0,0,112628,820661,4.25712,22.3355,0,4,0.0382955,0.513578,-0.114781,-0.114781,2025,"0_estimate_cohort_growh_OM","1","cohortGrowthself_compNsamp"
NA,0,5.77989,51.6402,0,0,0,0,5.77989,51.6402,0,0,0,0,1.11659,0,0,0.28271,0.86357,0.86357,1981,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
1516.12,0,0,0,57.15,531.727,0,0,0,0,57.15,531.727,0,0,0,0.191688,0,0.28271,0.86357,0.86357,1981,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,116321,73.9399,527.987,0,0,0,0,73.9399,527.987,0,0,0,0,0.65283,0,0,0.293775,1.06068,1.06068,1982,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
3935.52,0,0,0,412.76,3692.38,0,0,0,0,412.76,3692.38,0,0,0,0.557569,0,0.293775,1.06068,1.06068,1982,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,344620,213.19,2997.4,0,0,0,0,213.19,2997.4,0,0,0,0,0.113431,0,0,0.098289,0.855747,0.855747,1983,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
6566.28,0,0,0,159.12,1278.92,0,0,0,0,159.12,1278.92,0,0,0,0.10153,0,0.098289,0.855747,0.855747,1983,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,438762,75.39,1019.39,0,0,0,0,75.39,1019.39,0,0,0,0,0.0134735,0,0,0.32298,-0.185756,-0.185756,1984,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
16632.1,0,0,0,3495.8,27303.5,0,0,0,0,3495.8,27303.5,0,0,0,1.37773,0,0.32298,-0.185756,-0.185756,1984,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,359729,819.43,8357.43,0,0,0,0,819.43,8357.43,0,0,0,0,0.0841448,0,0,0.11878,0.523322,0.523322,1985,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
26965,0,0,0,1019,7205.51,0,0,0,0,1019,7205.51,0,0,0,0.200836,0,0.11878,0.523322,0.523322,1985,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,1138500,387.71,3602.4,0,0,0,0,387.71,3602.4,0,0,0,0,0.0349969,0,0,0.118415,1.0725,1.0725,1986,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
33180,0,0,0,2278.89,14644.4,0,0,0,0,2278.89,14644.4,0,0,0,0.277936,0,0.118415,1.0725,1.0725,1986,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,2385670,2247.31,21178.3,0,0,0,0,2247.31,21178.3,0,0,0,0,0.163521,0,0,0.198445,0.726432,0.726432,1987,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
59587.8,0,0,0,3639.76,25117.1,0,0,0,0,3639.76,25117.1,0,0,0,0.333108,0,0.198445,0.726432,0.726432,1987,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,2830500,2179.91,22839.7,0,0,0,0,2179.91,22839.7,0,0,0,0,0.0951274,0,0,0.113081,-0.522859,-0.522859,1988,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
97251.8,0,0,0,2614.75,19937.4,0,0,0,0,2614.75,19937.4,0,0,0,0.125065,0,0.113081,-0.522859,-0.522859,1988,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,1210250,7290.44,49237.5,0,0,0,0,7290.44,49237.5,0,0,0,0,0.518957,0,0,0.196674,-0.113917,-0.113917,1989,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
166433,0,0,0,8031.52,68299.3,0,0,0,0,8031.52,68299.3,0,0,0,0.242521,0,0.196674,-0.113917,-0.113917,1989,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,2691280,6158.41,43192.1,0,0,0,0,6158.41,43192.1,0,0,0,0,0.232441,0,0,0.204728,0.513183,0.513183,1990,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
158126,0,0,0,14443.5,110946,0,0,0,0,14443.5,110946,0,0,0,0.430161,0,0.204728,0.513183,0.513183,1990,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,4866970,24698,160003,0,0,0,0,24698,160003,0,0,0,0,0.672772,0,0,0.323313,0.360327,0.360327,1991,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
131385,0,0,0,10323.5,83747.4,0,0,0,0,10323.5,83747.4,0,0,0,0.358853,0,0.323313,0.360327,0.360327,1991,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,3667800,43433.3,329343,0,0,3.89999,19.7267,43433.3,329343,0,0,3.89999,19.7267,2.08415,0,0.0911476,0.611579,1.00442,1.00442,1992,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
129259,0,0,0,30776.4,357018,0.179999,0.910365,0,0,30776.4,357018,0.179999,0.910365,0,1.89325,0.00577699,0.611579,1.00442,1.00442,1992,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,6902590,822.8,9197.74,0,0,0,0,822.8,9197.74,0,0,0,0,0.0254303,0,0,0.104405,1.70258,1.70258,1993,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
171328,0,0,0,11345.8,152160,0,0,0,0,11345.8,152160,0,0,0,0.137924,0,0.104405,1.70258,1.70258,1993,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,16875700,8838.65,102018,0,0,0,0,8838.65,102018,0,0,0,0,0.166846,0,0,0.256831,1.08828,1.08828,1994,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
237000,0,0,0,39748.4,606247,0,0,0,0,39748.4,606247,0,0,0,0.328422,0,0.256831,1.08828,1.08828,1994,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,11190900,5993.28,63362.2,0,0,22.68,117.053,5993.28,63362.2,0,0,22.68,117.053,0.128228,0,0.224575,0.134606,0.940949,0.940949,1995,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
441041,0,0,0,26565.7,375180,0,0,0,0,26565.7,375180,0,0,0,0.143075,0,0.134606,0.940949,0.940949,1995,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,13274400,11917.3,120817,0,0,0,0,11917.3,120817,0,0,0,0,0.130438,0,0,0.0909177,1.21383,1.21383,1996,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
635379,0,0,0,19158.7,226910,43.54,226.86,0,0,19158.7,226910,43.54,226.86,0,0.0688,0.485723,0.0909177,1.21383,1.21383,1996,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,20115000,13018.2,182977,0,0,27.22,142.981,13018.2,182977,0,0,27.22,142.981,0.188365,0,0.173513,0.0990801,1.04815,1.04815,1997,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
718896,0,0,0,24527.6,330299,0.819999,4.30542,0,0,24527.6,330299,0.819999,4.30542,0,0.0861702,0.00719812,0.0990801,1.04815,1.04815,1997,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
NA,17762500,18925.2,289933,0,0,488.737,2599.64,18925.2,289933,0,0,488.737,2599.64,0.23635,0,3.65099,0.184505,-0.356661,-0.356661,1998,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
804145,0,0,0,63278.4,903248,74.3899,398.655,0,0,63278.4,903248,74.3899,398.655,0,0.192762,1.28386,0.184505,-0.356661,-0.356661,1998,"cohortGrowthOMandEM_EM_2020","1","cohortGrowthself_compNsamp"
