"Value.SSB","Value.Recr","Value.SPRratio","Value.F","Value.Bratio","Value.ForeCatch","Value.OFLCatch","Value.lnSPB","year","model_run","iteration","scenario"
751824,10015100,0.336321,0.165452,0.564909,NA,NA,NA,"2005","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
866339,5805170,0.23994,0.159546,0.650954,NA,NA,NA,"2006","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
808351,3041760,0.344031,0.248064,0.607382,NA,NA,NA,"2007","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
648255,5100930,0.389796,0.265225,0.487089,NA,NA,NA,"2008","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
459580,5909260,0.431871,0.314,0.345322,NA,NA,NA,"2009","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
337899,515691,0.369628,0.448301,0.253892,NA,NA,NA,"2010","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
316638,327595,0.427022,0.558205,0.237917,NA,NA,NA,"2011","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
196899,468098,0.427379,0.932046,0.147947,NA,NA,NA,"2012","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
88584.8,659327,0.402905,1.04794,0.0665613,NA,NA,NA,"2013","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
52219.1,973188,0.259601,0.639069,0.0392367,NA,NA,NA,"2014","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
49566,573309,0.00855052,0.0111084,0.0372431,NA,NA,NA,"2015","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
68237.8,894551,0.1907,0.26706,0.0512728,NA,NA,NA,"2016","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
72658.9,655227,0.128889,0.225977,0.0545948,NA,NA,NA,"2017","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
71828.5,2713650,0.208417,0.365074,0.0539708,NA,NA,NA,"2018","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
66203.6,2479140,0.240874,0.371879,0.0497444,NA,NA,NA,"2019","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
94446.4,3346040,0.000212113,0.000169499,0.0709656,NA,NA,11.4558,"2020","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
152870,4885400,0.161985,0.188703,0.114864,13596.8,117660,NA,"2021","cohortGrowthOMandEM_EM_2020","2","cohortGrowthselftest"
1386.91,145526,0.0810412,0.107169,0.00120979,NA,NA,7.23483,"1981","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
3509.37,358557,0.292935,0.3267,0.0030612,NA,NA,NA,"1982","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
7141.31,511164,0.0911061,0.136471,0.00622932,NA,NA,NA,"1983","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
18516.1,435364,0.301648,0.588741,0.0161514,NA,NA,NA,"1984","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
30439.7,1171760,0.107313,0.169773,0.0265523,NA,NA,NA,"1985","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
38315.6,2521530,0.102875,0.168947,0.0334224,NA,NA,NA,"1986","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
65221.6,3249990,0.185468,0.232478,0.0568923,NA,NA,NA,"1987","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
105207,1492910,0.10045,0.0966247,0.0917711,NA,NA,NA,"1988","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
186605,2672210,0.19072,0.191122,0.162774,NA,NA,NA,"1989","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
182466,6030370,0.183093,0.243906,0.159164,NA,NA,NA,"1990","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
157921,4794640,0.287748,0.408168,0.137754,NA,NA,NA,"1991","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
168010,7334740,0.515728,0.67143,0.146554,NA,NA,NA,"1992","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
227025,17557400,0.0817695,0.102208,0.198032,NA,NA,NA,"1993","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
292328,12651700,0.222273,0.30873,0.254996,NA,NA,NA,"1994","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
488837,15356200,0.12247,0.131728,0.426409,NA,NA,NA,"1995","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
693233,17901300,0.0834462,0.0960323,0.604703,NA,NA,NA,"1996","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
824897,17184800,0.0856944,0.0938578,0.719552,NA,NA,NA,"1997","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
903001,5125020,0.17382,0.174618,0.787681,NA,NA,NA,"1998","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
992607,4356270,0.160954,0.14854,0.865845,NA,NA,NA,"1999","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
909380,6312290,0.194594,0.177515,0.793246,NA,NA,NA,"2000","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
699474,1238610,0.293961,0.228419,0.610147,NA,NA,13.4581,"2001","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
526888,36220300,0.421162,0.322949,0.459601,NA,NA,NA,"2002","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
380988,23905600,0.33349,0.377813,0.332334,NA,NA,NA,"2003","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
502893,22981800,0.305438,0.219868,0.43867,NA,NA,NA,"2004","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
746323,9830690,0.336962,0.16709,0.651012,NA,NA,NA,"2005","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
883672,5576720,0.240836,0.163923,0.770821,NA,NA,NA,"2006","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
849053,3030430,0.34829,0.259512,0.740623,NA,NA,NA,"2007","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
692819,5126940,0.388223,0.279656,0.604341,NA,NA,NA,"2008","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
482829,6004390,0.429603,0.334832,0.421168,NA,NA,NA,"2009","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
343994,498336,0.351883,0.477126,0.300063,NA,NA,NA,"2010","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
320662,328181,0.427238,0.584878,0.279711,NA,NA,NA,"2011","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
197992,449214,0.424529,0.975669,0.172708,NA,NA,NA,"2012","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
88455.5,647993,0.405428,1.09728,0.0771591,NA,NA,NA,"2013","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
51762.7,958833,0.260184,0.671788,0.0451522,NA,NA,NA,"2014","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
48893.8,572651,0.00924692,0.0117609,0.0426498,NA,NA,NA,"2015","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
67400.5,877396,0.191171,0.282405,0.058793,NA,NA,NA,"2016","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
71912.3,638291,0.124314,0.239778,0.0627286,NA,NA,NA,"2017","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
70833.6,1547590,0.222801,0.386112,0.0617877,NA,NA,NA,"2018","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
63928.5,1281050,0.25218,0.397385,0.0557644,NA,NA,NA,"2019","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
70832.3,2481480,0.000229468,0.000235148,0.0617865,NA,NA,NA,"2020","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
91671.2,3148150,0.207777,0.287556,0.0799642,NA,NA,11.426,"2021","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
120226,3894080,0.0257783,0.030045,0.104872,1616.83,82302.5,NA,"2022","cohortGrowthOMandEM_EM_2021","2","cohortGrowthselftest"
1195.13,143256,0.0951494,0.118928,0.00102391,NA,NA,7.08601,"1981","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
3064.46,343078,0.324927,0.359204,0.00262543,NA,NA,NA,"1982","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
6606.78,508320,0.100119,0.142434,0.00566027,NA,NA,NA,"1983","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
17603.6,437577,0.314483,0.595689,0.0150816,NA,NA,NA,"1984","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
29661,1177800,0.112379,0.167788,0.0254117,NA,NA,NA,"1985","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
37784.2,2532470,0.105108,0.163977,0.0323711,NA,NA,NA,"1986","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
65139.4,3260350,0.187261,0.223118,0.0558073,NA,NA,NA,"1987","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
105269,1490320,0.101545,0.0922148,0.0901882,NA,NA,NA,"1988","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
187499,2667910,0.189447,0.182197,0.160638,NA,NA,NA,"1989","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
182870,6059130,0.18267,0.232452,0.156671,NA,NA,NA,"1990","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
157751,4812000,0.287407,0.390043,0.135151,NA,NA,NA,"1991","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
167534,7367090,0.514513,0.642148,0.143533,NA,NA,NA,"1992","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
226993,17583000,0.0815866,0.0975132,0.194473,NA,NA,NA,"1993","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
291832,12666200,0.221817,0.294709,0.250023,NA,NA,NA,"1994","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
489163,15373000,0.122041,0.12614,0.419084,NA,NA,NA,"1995","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
694175,17951600,0.083096,0.0918168,0.594725,NA,NA,NA,"1996","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
824928,17240700,0.0856594,0.0897006,0.706746,NA,NA,NA,"1997","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
902180,5130050,0.173667,0.166874,0.772931,NA,NA,NA,"1998","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
992107,4377460,0.160905,0.141914,0.849974,NA,NA,NA,"1999","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
911104,6322100,0.193982,0.169372,0.780577,NA,NA,NA,"2000","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
701101,1235970,0.293605,0.217756,0.600659,NA,NA,13.4604,"2001","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
528082,36309800,0.420502,0.307546,0.452427,NA,NA,NA,"2002","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
380885,23870200,0.333168,0.359841,0.326318,NA,NA,NA,"2003","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
499824,22997900,0.304925,0.210468,0.428218,NA,NA,NA,"2004","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
744990,9804140,0.336071,0.159656,0.638261,NA,NA,NA,"2005","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
882644,5604550,0.241284,0.156808,0.756194,NA,NA,NA,"2006","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
849256,3041840,0.348443,0.248241,0.727588,NA,NA,NA,"2007","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
693050,5127470,0.388845,0.26806,0.593761,NA,NA,NA,"2008","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
482952,5986200,0.429079,0.319875,0.413763,NA,NA,NA,"2009","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
343622,504594,0.352142,0.456225,0.294393,NA,NA,NA,"2010","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
319456,335614,0.429062,0.560363,0.273689,NA,NA,NA,"2011","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
197976,445356,0.42206,0.933267,0.169613,NA,NA,NA,"2012","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
88588.4,651631,0.403521,1.04681,0.0758969,NA,NA,NA,"2013","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
51442.1,953384,0.261987,0.639414,0.0440724,NA,NA,NA,"2014","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
48652,565031,0.00926625,0.0112443,0.041682,NA,NA,NA,"2015","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
69181.4,878289,0.186554,0.271419,0.0592702,NA,NA,NA,"2016","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
72528.6,639682,0.121968,0.229004,0.0621379,NA,NA,NA,"2017","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
71066.7,1617250,0.220189,0.366985,0.0608855,NA,NA,NA,"2018","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
64165.4,1348450,0.250263,0.378481,0.0549729,NA,NA,NA,"2019","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
72428,2899100,0.000226777,0.000220106,0.0620517,NA,NA,NA,"2020","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
95166,3265590,0.202621,0.265296,0.0815322,NA,NA,NA,"2021","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
130014,4147690,0.0236451,0.0252078,0.111387,NA,NA,11.7754,"2022","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
187510,5385420,0.45906,0.912351,0.160647,79836.5,139335,NA,"2023","cohortGrowthOMandEM_EM_2022","2","cohortGrowthselftest"
1315.44,143179,0.0852663,0.107401,0.00114168,NA,NA,7.18193,"1981","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
3335.82,352294,0.30456,0.327026,0.00289517,NA,NA,NA,"1982","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
6887.43,510842,0.0944442,0.135445,0.00597763,NA,NA,NA,"1983","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
18006.2,436648,0.308146,0.57942,0.0156276,NA,NA,NA,"1984","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
30013.9,1176090,0.1097,0.165334,0.0260492,NA,NA,NA,"1985","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
37987.2,2532260,0.104014,0.162847,0.0329692,NA,NA,NA,"1986","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
65058.7,3248130,0.186726,0.223156,0.0564647,NA,NA,NA,"1987","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
104744,1489900,0.101325,0.0924659,0.0909082,NA,NA,NA,"1988","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
186199,2665630,0.190657,0.182819,0.161603,NA,NA,NA,"1989","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
182156,6082260,0.183491,0.233152,0.158094,NA,NA,NA,"1990","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
157151,4830550,0.289078,0.391084,0.136392,NA,NA,NA,"1991","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
167015,7412530,0.515819,0.642877,0.144953,NA,NA,NA,"1992","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
226853,17662600,0.0814409,0.0974252,0.196887,NA,NA,NA,"1993","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
292146,12710600,0.221254,0.293891,0.253555,NA,NA,NA,"1994","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
489448,15369300,0.121866,0.125784,0.424794,NA,NA,NA,"1995","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
694706,17904800,0.0830783,0.0915367,0.602938,NA,NA,NA,"1996","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
825241,17169500,0.0857132,0.0895496,0.716231,NA,NA,NA,"1997","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
901813,5148130,0.17428,0.166918,0.782687,NA,NA,NA,"1998","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
990165,4362630,0.161462,0.142125,0.859369,NA,NA,NA,"1999","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
908964,6243340,0.194932,0.169461,0.788894,NA,NA,NA,"2000","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
699432,1297210,0.29532,0.217862,0.60704,NA,NA,NA,"2001","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
526593,36663900,0.418282,0.308399,0.457033,NA,NA,13.1742,"2002","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
379272,24145200,0.332794,0.360427,0.329172,NA,NA,NA,"2003","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
499965,22775700,0.309383,0.212797,0.433921,NA,NA,NA,"2004","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
746266,9961990,0.33858,0.16118,0.647687,NA,NA,NA,"2005","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
880702,5640260,0.240373,0.15755,0.764365,NA,NA,NA,"2006","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
844111,3053680,0.347984,0.248227,0.732608,NA,NA,NA,"2007","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
689100,5123780,0.387625,0.267533,0.598073,NA,NA,NA,"2008","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
481960,5921980,0.428776,0.318837,0.418295,NA,NA,NA,"2009","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
343843,512724,0.355273,0.45476,0.298423,NA,NA,NA,"2010","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
318340,341038,0.428982,0.56072,0.276288,NA,NA,NA,"2011","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
196886,417689,0.422708,0.935219,0.170878,NA,NA,NA,"2012","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
87916,628949,0.405296,1.0496,0.0763026,NA,NA,NA,"2013","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
50496.5,953911,0.268149,0.646712,0.0438262,NA,NA,NA,"2014","cohortGrowthOMandEM_EM_2023","2","cohortGrowthselftest"
